index,split,dialect_region,speaker_id,filename,path_from_data_dir,path_from_data_dir_windows
763.0,train,DR4,MFRM0,SX345.PHN,TRAIN/DR4/MFRM0/SX345.PHN,TRAIN\\DR4\\MFRM0\\SX345.PHN
765.0,train,DR4,MFRM0,SX435.PHN,TRAIN/DR4/MFRM0/SX435.PHN,TRAIN\\DR4\\MFRM0\\SX435.PHN
781.0,train,DR4,MFRM0,SX165.PHN,TRAIN/DR4/MFRM0/SX165.PHN,TRAIN\\DR4\\MFRM0\\SX165.PHN
783.0,train,DR4,MFRM0,SI1785.PHN,TRAIN/DR4/MFRM0/SI1785.PHN,TRAIN\\DR4\\MFRM0\\SI1785.PHN
784.0,train,DR4,MFRM0,SA2.PHN,TRAIN/DR4/MFRM0/SA2.PHN,TRAIN\\DR4\\MFRM0\\SA2.PHN
787.0,train,DR4,MFRM0,SI1155.PHN,TRAIN/DR4/MFRM0/SI1155.PHN,TRAIN\\DR4\\MFRM0\\SI1155.PHN
790.0,train,DR4,MFRM0,SX75.PHN,TRAIN/DR4/MFRM0/SX75.PHN,TRAIN\\DR4\\MFRM0\\SX75.PHN
792.0,train,DR4,MFRM0,SA1.PHN,TRAIN/DR4/MFRM0/SA1.PHN,TRAIN\\DR4\\MFRM0\\SA1.PHN
807.0,train,DR4,MJRH0,SI1840.PHN,TRAIN/DR4/MJRH0/SI1840.PHN,TRAIN\\DR4\\MJRH0\\SI1840.PHN
809.0,train,DR4,MJRH0,SX135.PHN,TRAIN/DR4/MJRH0/SX135.PHN,TRAIN\\DR4\\MJRH0\\SX135.PHN
811.0,train,DR4,MJRH0,SX45.PHN,TRAIN/DR4/MJRH0/SX45.PHN,TRAIN\\DR4\\MJRH0\\SX45.PHN
813.0,train,DR4,MJRH0,SX225.PHN,TRAIN/DR4/MJRH0/SX225.PHN,TRAIN\\DR4\\MJRH0\\SX225.PHN
826.0,train,DR4,MJRH0,SI1755.PHN,TRAIN/DR4/MJRH0/SI1755.PHN,TRAIN\\DR4\\MJRH0\\SI1755.PHN
830.0,train,DR4,MJRH0,SA2.PHN,TRAIN/DR4/MJRH0/SA2.PHN,TRAIN\\DR4\\MJRH0\\SA2.PHN
831.0,train,DR4,MJRH0,SX405.PHN,TRAIN/DR4/MJRH0/SX405.PHN,TRAIN\\DR4\\MJRH0\\SX405.PHN
836.0,train,DR4,MJRH0,SA1.PHN,TRAIN/DR4/MJRH0/SA1.PHN,TRAIN\\DR4\\MJRH0\\SA1.PHN
839.0,train,DR4,MJRH0,SI1125.PHN,TRAIN/DR4/MJRH0/SI1125.PHN,TRAIN\\DR4\\MJRH0\\SI1125.PHN
846.0,train,DR4,MJRH0,SX315.PHN,TRAIN/DR4/MJRH0/SX315.PHN,TRAIN\\DR4\\MJRH0\\SX315.PHN
851.0,train,DR4,MLSH0,SX247.PHN,TRAIN/DR4/MLSH0/SX247.PHN,TRAIN\\DR4\\MLSH0\\SX247.PHN
856.0,train,DR4,MLSH0,SX337.PHN,TRAIN/DR4/MLSH0/SX337.PHN,TRAIN\\DR4\\MLSH0\\SX337.PHN
857.0,train,DR4,MLSH0,SI1417.PHN,TRAIN/DR4/MLSH0/SI1417.PHN,TRAIN\\DR4\\MLSH0\\SI1417.PHN
868.0,train,DR4,MLSH0,SI2047.PHN,TRAIN/DR4/MLSH0/SI2047.PHN,TRAIN\\DR4\\MLSH0\\SI2047.PHN
869.0,train,DR4,MLSH0,SX157.PHN,TRAIN/DR4/MLSH0/SX157.PHN,TRAIN\\DR4\\MLSH0\\SX157.PHN
870.0,train,DR4,MLSH0,SX427.PHN,TRAIN/DR4/MLSH0/SX427.PHN,TRAIN\\DR4\\MLSH0\\SX427.PHN
876.0,train,DR4,MLSH0,SI787.PHN,TRAIN/DR4/MLSH0/SI787.PHN,TRAIN\\DR4\\MLSH0\\SI787.PHN
879.0,train,DR4,MLSH0,SX67.PHN,TRAIN/DR4/MLSH0/SX67.PHN,TRAIN\\DR4\\MLSH0\\SX67.PHN
882.0,train,DR4,MLSH0,SA2.PHN,TRAIN/DR4/MLSH0/SA2.PHN,TRAIN\\DR4\\MLSH0\\SA2.PHN
888.0,train,DR4,MLSH0,SA1.PHN,TRAIN/DR4/MLSH0/SA1.PHN,TRAIN\\DR4\\MLSH0\\SA1.PHN
901.0,train,DR4,MTAS0,SX125.PHN,TRAIN/DR4/MTAS0/SX125.PHN,TRAIN\\DR4\\MTAS0\\SX125.PHN
908.0,train,DR4,MTAS0,SX35.PHN,TRAIN/DR4/MTAS0/SX35.PHN,TRAIN\\DR4\\MTAS0\\SX35.PHN
913.0,train,DR4,MTAS0,SX395.PHN,TRAIN/DR4/MTAS0/SX395.PHN,TRAIN\\DR4\\MTAS0\\SX395.PHN
925.0,train,DR4,MTAS0,SI1385.PHN,TRAIN/DR4/MTAS0/SI1385.PHN,TRAIN\\DR4\\MTAS0\\SI1385.PHN
